馬名,日付,場,馬場種別,距離,着順,人気,頭数,タイム,補正タイム,時計指数,上がり3F
ラッキースワイネス,2025-09-28,中山,芝,1200,11,10,16,67.7,69.30,41.6,33.3
ルガル,2025-09-28,中山,芝,1200,12,4,16,67.7,69.30,41.6,33.3
ペアポルックス,2025-09-28,中山,芝,1200,13,12,16,67.7,69.30,41.6,32.8
ドロップオブライト,2025-09-28,中山,芝,1200,14,16,16,67.8,69.40,40.5,33.1
ヤマニンアルリフラ,2025-09-28,中山,芝,1200,15,15,16,68.2,69.80,36.3,33.4
カピリナ,2025-09-28,中山,芝,1200,16,9,16,68.2,69.80,36.3,34.0
カズゴルティス,2025-09-28,中山,ダ,1200,1,5,16,70.9,70.90,58.0,36.9
ショウナンアビアス,2025-09-28,中山,ダ,1200,2,1,16,71.0,71.00,57.1,36.7
エンヤラヴフェイス,2025-09-28,中山,ダ,1200,3,10,16,71.2,71.20,55.3,35.5
キタノソワレ,2025-09-28,中山,ダ,1200,4,3,16,71.3,71.30,54.5,37.0
ブレーザー,2025-09-28,中山,ダ,1200,5,9,16,71.3,71.30,54.5,36.6
コブラ,2025-09-28,中山,ダ,1200,6,11,16,71.4,71.40,53.6,36.4
アマルナ,2025-09-28,中山,ダ,1200,7,4,16,71.5,71.50,52.7,37.7
メイショウフジタカ,2025-09-28,中山,ダ,1200,8,15,16,71.5,71.50,52.7,37.0
カウスリップ,2025-09-28,中山,ダ,1200,9,2,16,71.5,71.50,52.7,37.4
ダルエスサラーム,2025-09-28,中山,ダ,1200,10,13,16,71.8,71.80,50.0,36.0
ホワイトガーベラ,2025-09-28,中山,ダ,1200,11,14,16,72.0,72.00,48.2,36.7
モンドプリューム,2025-09-28,中山,ダ,1200,12,6,16,72.0,72.00,48.2,37.6
エコロアレス,2025-09-28,中山,ダ,1200,13,12,16,72.1,72.10,47.3,36.8
ダルダヌス,2025-09-28,中山,ダ,1200,14,16,16,72.1,72.10,47.3,37.3
スクーバー,2025-09-28,中山,ダ,1200,15,8,16,72.3,72.30,45.5,38.6
サザンエルフ,2025-09-28,中山,ダ,1200,16,7,16,72.9,72.90,40.2,39.0
ダノンシーマ,2025-09-28,阪神,芝,2400,1,1,12,145.8,146.95,50.2,33.5
サークルオブジョイ,2025-09-28,阪神,芝,2400,2,7,12,145.9,147.05,49.8,33.8
カエルム,2025-09-28,阪神,芝,2400,3,3,12,146.7,147.85,46.4,34.2
パンデアスカル,2025-09-28,阪神,芝,2400,4,6,12,146.7,147.85,46.4,34.2
パーサヴィアランス,2025-09-28,阪神,芝,2400,5,10,12,146.9,148.05,45.5,34.8
デルマグレムリン,2025-09-28,阪神,芝,2400,6,8,12,147.1,148.25,44.7,34.2
ライフセービング,2025-09-28,阪神,芝,2400,7,5,12,147.1,148.25,44.7,34.2
ローレルオーブ,2025-09-28,阪神,芝,2400,8,4,12,147.3,148.45,43.8,34.6
ウインデイジー,2025-09-28,阪神,芝,2400,9,2,12,147.4,148.55,43.4,34.5
オリエンタルナイト,2025-09-28,阪神,芝,2400,10,11,12,147.4,148.55,43.4,34.7
ショウナンハウル,2025-09-28,阪神,芝,2400,11,9,12,148.1,149.25,40.4,35.0
フィデリオグリーン,2025-09-28,阪神,芝,2400,12,12,12,148.6,149.75,38.2,35.3
シュラザック,2025-09-28,阪神,ダ,1800,1,1,16,112.5,113.60,50.6,37.0
クロニクル,2025-09-28,阪神,ダ,1800,2,4,16,112.6,113.70,50.0,37.3
ヒロノラメール,2025-09-28,阪神,ダ,1800,3,3,16,113.0,114.10,47.5,37.4
ダブルジョーク,2025-09-28,阪神,ダ,1800,4,6,16,113.1,114.20,46.9,36.7
トウカイポワール,2025-09-28,阪神,ダ,1800,5,10,16,113.2,114.30,46.3,37.5
ルージュアベリア,2025-09-28,阪神,ダ,1800,6,11,16,113.5,114.60,44.5,37.3
フラッパールック,2025-09-28,阪神,ダ,1800,7,9,16,113.7,114.80,43.3,37.8
カネトシゴウト,2025-09-28,阪神,ダ,1800,8,5,16,113.9,115.00,42.0,38.1
バンドマスター,2025-09-28,阪神,ダ,1800,9,2,16,114.1,115.20,40.8,38.2
バリアントバイオ,2025-09-28,阪神,ダ,1800,10,13,16,114.2,115.30,40.2,38.3
ポワンキュルミナン,2025-09-28,阪神,ダ,1800,11,14,16,114.3,115.40,39.6,38.1
アウトドライブ,2025-09-28,阪神,ダ,1800,12,8,16,114.3,115.40,39.6,38.5
メイショウフウドウ,2025-09-28,阪神,ダ,1800,13,7,16,114.6,115.70,37.7,38.9
ライジングラパス,2025-09-28,阪神,ダ,1800,14,16,16,115.1,116.20,34.7,38.9
アジアミッション,2025-09-28,阪神,ダ,1800,15,12,16,115.4,116.50,32.8,40.1
アイファーエポック,2025-09-28,阪神,ダ,1800,16,15,16,115.5,116.60,32.2,39.1
ヤマニンサンパ,2025-09-28,阪神,芝,1600,1,7,12,93.0,94.15,49.6,33.4
シャドウフューリー,2025-09-28,阪神,芝,1600,2,3,12,93.1,94.25,48.9,33.9
ミッキーゴージャス,2025-09-28,阪神,芝,1600,3,6,12,93.2,94.35,48.2,34.4
ブルーミンデザイン,2025-09-28,阪神,芝,1600,4,1,12,93.2,94.35,48.2,33.8
ラインベック,2025-09-28,阪神,芝,1600,5,10,12,93.3,94.45,47.5,33.8
ラケマーダ,2025-09-28,阪神,芝,1600,6,8,12,93.4,94.55,46.8,34.4
コレペティトール,2025-09-28,阪神,芝,1600,7,12,12,93.5,94.65,46.1,33.8
ジューンオレンジ,2025-09-28,阪神,芝,1600,8,2,12,93.5,94.65,46.1,34.7
トゥデイイズザデイ,2025-09-28,阪神,芝,1600,9,5,12,93.8,94.95,44.0,34.0
セッション,2025-09-28,阪神,芝,1600,10,4,12,93.8,94.95,44.0,34.8
ビーアストニッシド,2025-09-28,阪神,芝,1600,11,11,12,94.1,95.25,41.9,34.5
トータルクラリティ,2025-09-28,阪神,芝,1600,12,9,12,94.1,95.25,41.9,34.2
シャルクハフト,2025-09-28,阪神,ダ,2000,1,1,14,125.7,126.80,49.4,37.6
ソウルアンドジャズ,2025-09-28,阪神,ダ,2000,2,2,14,126.2,127.30,46.5,38.7
ポルポラジール,2025-09-28,阪神,ダ,2000,3,4,14,127.1,128.20,41.3,39.1
セレクティオ,2025-09-28,阪神,ダ,2000,4,6,14,127.2,128.30,40.7,38.3
ジョウショーパワー,2025-09-28,阪神,ダ,2000,5,3,14,127.3,128.40,40.1,38.7
エクストラノート,2025-09-28,阪神,ダ,2000,6,11,14,127.3,128.40,40.1,38.5
ディオスパーダ,2025-09-28,阪神,ダ,2000,7,7,14,127.4,128.50,39.6,39.3
デフィニティーボ,2025-09-28,阪神,ダ,2000,8,8,14,127.7,128.80,37.8,39.2
シャンバラ,2025-09-28,阪神,ダ,2000,9,5,14,127.8,128.90,37.2,38.8
フォーワンセルフ,2025-09-28,阪神,ダ,2000,10,12,14,127.9,129.00,36.7,37.9
ショウサンキズナ,2025-09-28,阪神,ダ,2000,11,9,14,127.9,129.00,36.7,39.5
テイエムヒショウ,2025-09-28,阪神,ダ,2000,12,10,14,128.1,129.20,35.5,39.4
マサハヤウォルズ,2025-09-28,阪神,ダ,2000,13,13,14,128.4,129.50,33.8,40.2
ビヨンドザシーン,2025-09-28,阪神,ダ,2000,14,14,14,130.5,131.60,21.6,40.0
ラスティングスノー,2025-10-04,京都,芝,1400,1,7,8,81.7,82.05,45.4,34.8
メイショウハッケイ,2025-10-04,京都,芝,1400,2,3,8,81.8,82.15,44.6,34.1
フルールジェンヌ,2025-10-04,京都,芝,1400,3,6,8,81.8,82.15,44.6,34.7
アイニードユー,2025-10-04,京都,芝,1400,4,4,8,81.8,82.15,44.6,34.6
ファムマルキーズ,2025-10-04,京都,芝,1400,5,1,8,82.2,82.55,41.2,34.6
ルージュサウダージ,2025-10-04,京都,芝,1400,6,5,8,82.4,82.75,39.5,35.4
ベルフラム,2025-10-04,京都,芝,1400,7,8,8,82.6,82.95,37.9,35.2
カイショー,2025-10-04,京都,芝,1400,8,2,8,82.8,83.15,36.2,35.3
メイショウホウレン,2025-10-04,京都,ダ,1200,1,4,16,69.1,72.05,51.2,35.5
ルディック,2025-10-04,京都,ダ,1200,2,1,16,69.2,72.15,50.4,35.2
ノボリショウリュウ,2025-10-04,京都,ダ,1200,3,3,16,69.7,72.65,46.5,34.9
エレガントムーン,2025-10-04,京都,ダ,1200,4,15,16,69.7,72.65,46.5,34.9
パドマ,2025-10-04,京都,ダ,1200,5,8,16,69.8,72.75,45.8,35.5
ヒルノドゴール,2025-10-04,京都,ダ,1200,6,6,16,70.0,72.95,44.2,34.9
ローズバルサム,2025-10-04,京都,ダ,1200,7,11,16,70.1,73.05,43.5,34.9
ウナギノボリ,2025-10-04,京都,ダ,1200,8,13,16,70.1,73.05,43.5,34.6
メイショウヤーキス,2025-10-04,京都,ダ,1200,9,7,16,70.2,73.15,42.7,35.7
タマモダイジョッキ,2025-10-04,京都,ダ,1200,10,12,16,70.2,73.15,42.7,34.8
カネコメシスター,2025-10-04,京都,ダ,1200,11,16,16,70.5,73.45,40.4,35.5
ストレングス,2025-10-04,京都,ダ,1200,12,2,16,70.6,73.55,39.6,36.8
ビバップ,2025-10-04,京都,ダ,1200,13,10,16,70.8,73.75,38.1,36.9
ネグレスコ,2025-10-04,京都,ダ,1200,14,5,16,71.4,74.35,33.5,36.9
イミュータブル,2025-10-04,京都,ダ,1200,15,9,16,71.5,74.45,32.7,37.4
サトノグレイト,2025-10-04,京都,ダ,1200,16,14,16,73.0,75.95,21.2,36.7
メイショウソラフネ,2025-10-04,京都,芝,1200,1,2,18,67.7,68.05,56.2,33.7
ナムラクララ,2025-10-04,京都,芝,1200,2,1,18,67.7,68.05,56.2,33.8
クラスペディア,2025-10-04,京都,芝,1200,3,3,18,67.9,68.25,54.0,34.1
ジョーメッドヴィン,2025-10-04,京都,芝,1200,4,10,18,68.1,68.45,51.7,33.2
フィオライア,2025-10-04,京都,芝,1200,5,5,18,68.2,68.55,50.6,34.5
タマモブラックタイ,2025-10-04,京都,芝,1200,6,7,18,68.2,68.55,50.6,33.6
バンデルオーラ,2025-10-04,京都,芝,1200,7,15,18,68.2,68.55,50.6,34.2
プルパレイ,2025-10-04,京都,芝,1200,8,12,18,68.3,68.65,49.4,34.1
カリボール,2025-10-04,京都,芝,1200,9,14,18,68.3,68.65,49.4,34.3
グランテスト,2025-10-04,京都,芝,1200,10,6,18,68.4,68.75,48.3,34.1
ベガリス,2025-10-04,京都,芝,1200,11,4,18,68.4,68.75,48.3,34.3
ジュンウィンダム,2025-10-04,京都,芝,1200,12,8,18,68.4,68.75,48.3,33.9
ブトンドール,2025-10-04,京都,芝,1200,13,16,18,68.5,68.85,47.2,33.4
ブーケファロス,2025-10-04,京都,芝,1200,14,11,18,68.6,68.95,46.0,33.9
ショウナンハクラク,2025-10-04,京都,芝,1200,15,9,18,68.7,69.05,44.9,33.6
ミルトクレイモー,2025-10-04,京都,芝,1200,16,13,18,69.2,69.55,39.2,35.1
エコロガイア,2025-10-04,京都,芝,1200,17,17,18,70.7,71.05,22.3,36.1
マイネルジェロディ,2025-10-04,京都,芝,1200,18,18,18,70.9,71.25,20.0,36.7
ヒルノハンブルク,2025-10-04,京都,ダ,1800,1,1,13,110.2,113.15,49.2,36.5
モックモック,2025-10-04,京都,ダ,1800,2,2,13,110.2,113.15,49.2,36.1
マキシマムビスタ,2025-10-04,京都,ダ,1800,3,7,13,110.7,113.65,46.5,36.9
クリノフィガロ,2025-10-04,京都,ダ,1800,4,5,13,110.8,113.75,46.0,36.8
キングオブフジ,2025-10-04,京都,ダ,1800,5,8,13,111.0,113.95,44.9,36.5
メイショウツヨキ,2025-10-04,京都,ダ,1800,6,3,13,111.3,114.25,43.4,37.0
ドンアチェカ,2025-10-04,京都,ダ,1800,7,11,13,111.4,114.35,42.8,37.4
クリノグローリー,2025-10-04,京都,ダ,1800,8,9,13,111.4,114.35,42.8,37.1
メイショウシロガネ,2025-10-04,京都,ダ,1800,9,12,13,111.4,114.35,42.8,37.4
トーレ,2025-10-04,京都,ダ,1800,10,4,13,111.6,114.55,41.8,38.1
クリノラピダス,2025-10-04,京都,ダ,1800,11,13,13,111.8,114.75,40.7,37.4
ヒデノレインボー,2025-10-04,京都,ダ,1800,12,10,13,112.0,114.95,39.6,38.2
オーシンハーフ,2025-10-04,京都,ダ,1800,13,6,13,114.4,117.35,26.9,39.2
サトノヴィレ,2025-10-04,東京,芝,1800,1,10,12,105.4,106.90,49.2,34.0
アルゲンテウス,2025-10-04,東京,芝,1800,2,4,12,105.5,107.00,48.4,33.0
ラブリージャブリー,2025-10-04,東京,芝,1800,3,1,12,105.7,107.20,46.8,32.7
マテンロウブラボー,2025-10-04,東京,芝,1800,4,6,12,105.8,107.30,46.1,33.6
バードウォッチャー,2025-10-04,東京,芝,1800,5,9,12,105.9,107.40,45.3,33.1
コスモアンソロジー,2025-10-04,東京,芝,1800,6,3,12,106.1,107.60,43.7,34.1
エバーグルーヴ,2025-10-04,東京,芝,1800,7,2,12,106.2,107.70,42.9,33.3
ドリームクルーズ,2025-10-04,東京,芝,1800,8,5,12,106.4,107.90,41.3,35.9
ジッピーレーサー,2025-10-04,東京,芝,1800,9,11,12,106.5,108.00,40.5,34.4
アヴニールドブリエ,2025-10-04,東京,芝,1800,10,8,12,106.6,108.10,39.7,33.1
ミラーダカリエンテ,2025-10-04,東京,芝,1800,11,7,12,107.9,109.40,29.5,36.4
イサチルカゼニタツ,2025-10-04,東京,芝,1800,12,12,12,112.2,113.70,-4.5,41.6
レッドシュヴェルト,2025-10-04,東京,芝,1400,1,6,15,79.8,81.30,50.9,32.8
ユハンヌス,2025-10-04,東京,芝,1400,2,8,15,79.8,81.30,50.9,33.2
スカイハイ,2025-10-04,東京,芝,1400,3,4,15,79.9,81.40,50.0,33.5
レディマリオン,2025-10-04,東京,芝,1400,4,3,15,80.0,81.50,49.1,33.7
サトミノキラリ,2025-10-04,東京,芝,1400,5,9,15,80.1,81.60,48.1,33.5
コト,2025-10-04,東京,芝,1400,6,10,15,80.2,81.70,47.2,33.6
オーサムストローク,2025-10-04,東京,芝,1400,7,13,15,80.2,81.70,47.2,33.3
ジュノー,2025-10-04,東京,芝,1400,8,14,15,80.3,81.80,46.2,33.1
アームテイル,2025-10-04,東京,芝,1400,9,5,15,80.3,81.80,46.2,33.9
シュヴェルトライテ,2025-10-04,東京,芝,1400,10,12,15,80.5,82.00,44.3,33.7
シンバーシア,2025-10-04,東京,芝,1400,11,2,15,80.8,82.30,41.5,34.9
エリーズダイヤ,2025-10-04,東京,芝,1400,12,11,15,80.8,82.30,41.5,35.0
ランドオブラヴ,2025-10-04,東京,芝,1400,13,15,15,80.8,82.30,41.5,33.3
ペリファーニア,2025-10-04,東京,芝,1400,14,1,15,80.9,82.40,40.5,34.7
ヴェサリウス,2025-10-04,東京,芝,1400,15,7,15,80.9,82.40,40.5,35.0
オメガギネス,2025-10-04,東京,ダ,1600,1,4,16,95.5,96.45,55.7,35.4
マテンロウコマンド,2025-10-04,東京,ダ,1600,2,2,16,96.2,97.15,51.0,36.6
ユティタム,2025-10-04,東京,ダ,1600,3,10,16,96.3,97.25,50.3,37.0
ロードフォンス,2025-10-04,東京,ダ,1600,4,5,16,96.4,97.35,49.7,36.1
ウェットシーズン,2025-10-04,東京,ダ,1600,5,1,16,96.7,97.65,47.7,37.1
バトゥーキ,2025-10-04,東京,ダ,1600,6,7,16,96.8,97.75,47.0,36.4
エルゲルージ,2025-10-04,東京,ダ,1600,7,12,16,96.9,97.85,46.3,37.0
サトノルフィアン,2025-10-04,東京,ダ,1600,8,13,16,96.9,97.85,46.3,37.1
サルヴァトーレ,2025-10-04,東京,ダ,1600,9,9,16,96.9,97.85,46.3,37.0
ニシキギミッチー,2025-10-04,東京,ダ,1600,10,8,16,97.1,98.05,45.0,36.5
レディントン,2025-10-04,東京,ダ,1600,11,3,16,97.1,98.05,45.0,37.0
キタノリューオー,2025-10-04,東京,ダ,1600,12,16,16,97.4,98.35,43.0,36.5
テイエムリステット,2025-10-04,東京,ダ,1600,13,15,16,97.4,98.35,43.0,38.2
ダノンザボルケーノ,2025-10-04,東京,ダ,1600,14,6,16,97.5,98.45,42.3,36.8
アッチャゴーラ,2025-10-04,東京,ダ,1600,15,14,16,97.7,98.65,41.0,37.3
タガノエスコート,2025-10-04,東京,ダ,1600,16,11,16,97.8,98.75,40.3,37.9
ピックアップライン,2025-10-04,東京,ダ,1400,1,7,16,84.8,85.75,43.5,36.7
フウセツ,2025-10-04,東京,ダ,1400,2,2,16,84.9,85.85,42.7,36.6
カネショウレジェン,2025-10-04,東京,ダ,1400,3,4,16,84.9,85.85,42.7,36.4
ルークススペイ,2025-10-04,東京,ダ,1400,4,1,16,85.2,86.15,40.4,36.6
ジューンポンポン,2025-10-04,東京,ダ,1400,5,13,16,85.3,86.25,39.7,36.4
アグラード,2025-10-04,東京,ダ,1400,6,10,16,85.3,86.25,39.7,36.7
クインズデネブ,2025-10-04,東京,ダ,1400,7,3,16,85.4,86.35,38.9,36.5
トリリオンボーイ,2025-10-04,東京,ダ,1400,8,8,16,85.5,86.45,38.1,36.6
モナコブル,2025-10-04,東京,ダ,1400,9,11,16,85.6,86.55,37.4,36.9
ホウオウプレミア,2025-10-04,東京,ダ,1400,10,6,16,85.6,86.55,37.4,36.2
ベルブリエ,2025-10-04,東京,ダ,1400,11,12,16,85.8,86.75,35.8,37.5
シホノペルフェット,2025-10-04,東京,ダ,1400,11,5,16,85.8,86.75,35.8,36.3
メラーキ,2025-10-04,東京,ダ,1400,13,16,16,86.0,86.95,34.3,36.9
フクチャントウメイ,2025-10-04,東京,ダ,1400,14,9,16,86.4,87.35,31.2,37.6
セイウンマカロン,2025-10-04,東京,ダ,1400,15,14,16,86.5,87.45,30.5,37.8
トモジャミ,2025-10-04,東京,ダ,1400,16,15,16,87.9,88.85,19.7,39.9
レディーヴァリュー,2025-10-05,京都,芝,2000,1,2,9,119.4,120.50,50.0,34.2
アイスグリーン,2025-10-05,京都,芝,2000,2,4,9,119.6,120.70,49.1,34.2
キャントウェイト,2025-10-05,京都,芝,2000,3,5,9,119.7,120.80,48.6,34.1
タイキラフター,2025-10-05,京都,芝,2000,4,6,9,119.7,120.80,48.6,33.8
バッデレイト,2025-10-05,京都,芝,2000,5,1,9,119.9,121.00,47.7,34.4
マイネルニコラス,2025-10-05,京都,芝,2000,6,9,9,120.0,121.10,47.2,33.8
キュクヌス,2025-10-05,京都,芝,2000,7,3,9,120.1,121.20,46.7,34.8
サトノクローク,2025-10-05,京都,芝,2000,8,7,9,120.1,121.20,46.7,34.8
ベント,2025-10-05,京都,芝,2000,9,8,9,121.0,122.10,42.5,35.9
タガノミスト,2025-10-05,京都,ダ,1200,1,4,16,69.4,69.40,71.5,34.7
アメリカンステージ,2025-10-05,京都,ダ,1200,2,1,16,69.5,69.50,70.7,34.9
スターターン,2025-10-05,京都,ダ,1200,3,2,16,69.9,69.90,67.6,34.9
ジョーローリット,2025-10-05,京都,ダ,1200,4,9,16,70.1,70.10,66.1,35.3
スマートフォルス,2025-10-05,京都,ダ,1200,5,10,16,70.3,70.30,64.6,34.5
ニットウバジル,2025-10-05,京都,ダ,1200,6,8,16,70.3,70.30,64.6,34.9
メイショウミツヤス,2025-10-05,京都,ダ,1200,7,15,16,70.4,70.40,63.8,35.2
キタノズエッジ,2025-10-05,京都,ダ,1200,8,6,16,70.7,70.70,61.5,35.2
ロードラディウス,2025-10-05,京都,ダ,1200,9,12,16,71.0,71.00,59.2,35.7
メズメライザー,2025-10-05,京都,ダ,1200,10,11,16,71.2,71.20,57.7,36.1
スマートサニー,2025-10-05,京都,ダ,1200,11,5,16,71.3,71.30,56.9,36.2
プロトポロス,2025-10-05,京都,ダ,1200,12,7,16,71.3,71.30,56.9,36.2
マニバドラ,2025-10-05,京都,ダ,1200,13,3,16,71.5,71.50,55.4,36.7
メタマックス,2025-10-05,京都,ダ,1200,14,14,16,71.6,71.60,54.6,35.8
サクセスローレル,2025-10-05,京都,ダ,1200,15,16,16,72.0,72.00,51.5,36.9
ソウテン,2025-10-05,京都,ダ,1200,16,13,16,73.0,73.00,43.9,37.2
ディープモンスター,2025-10-05,京都,芝,2400,1,5,18,143.9,145.00,54.1,34.4
サンライズアース,2025-10-05,京都,芝,2400,2,2,18,144.0,145.10,53.5,35.0
ヴェルミセル,2025-10-05,京都,芝,2400,3,15,18,144.1,145.20,52.9,34.3
アドマイヤテラ,2025-10-05,京都,芝,2400,4,1,18,144.2,145.30,52.3,34.8
ショウナンラプンタ,2025-10-05,京都,芝,2400,5,3,18,144.2,145.30,52.3,34.5
アルナシーム,2025-10-05,京都,芝,2400,6,12,18,144.3,145.40,51.7,34.8
ヴェルテンベルク,2025-10-05,京都,芝,2400,7,16,18,144.4,145.50,51.2,34.5
ドゥレッツァ,2025-10-05,京都,芝,2400,8,4,18,144.5,145.60,50.6,35.4
サンライズソレイユ,2025-10-05,京都,芝,2400,9,10,18,144.5,145.60,50.6,35.2
ボルドグフーシュ,2025-10-05,京都,芝,2400,10,8,18,144.5,145.60,50.6,34.7
カネフラ,2025-10-05,京都,芝,2400,11,18,18,144.7,145.80,49.4,34.7
ジューンテイク,2025-10-05,京都,芝,2400,12,9,18,144.8,145.90,48.8,34.8
ブレイヴロッカー,2025-10-05,京都,芝,2400,13,13,18,144.8,145.90,48.8,35.2
メイショウブレゲ,2025-10-05,京都,芝,2400,14,11,18,144.9,146.00,48.3,34.9
プラダリア,2025-10-05,京都,芝,2400,15,7,18,145.0,146.10,47.7,35.7
サブマリーナ,2025-10-05,京都,芝,2400,16,6,18,145.1,146.20,47.1,35.9
ミクソロジー,2025-10-05,京都,芝,2400,17,17,18,145.3,146.40,45.9,35.5
ワープスピード,2025-10-05,京都,芝,2400,18,14,18,147.2,148.30,34.9,37.6
ブラックケリー,2025-10-05,京都,芝,1200,1,3,15,67.9,69.00,45.5,33.8
ジュンヴァンケット,2025-10-05,京都,芝,1200,2,1,15,68.0,69.10,44.3,34.7
カンシン,2025-10-05,京都,芝,1200,3,2,15,68.3,69.40,40.9,33.7
シュブロンレーヴル,2025-10-05,京都,芝,1200,4,14,15,68.4,69.50,39.8,33.4
カリーシ,2025-10-05,京都,芝,1200,5,12,15,68.4,69.50,39.8,34.2
ブルーサンセット,2025-10-05,京都,芝,1200,6,7,15,68.5,69.60,38.7,34.6
ビービーエフォート,2025-10-05,京都,芝,1200,7,8,15,68.5,69.60,38.7,33.4
エルサトアナ,2025-10-05,京都,芝,1200,8,6,15,68.5,69.60,38.7,34.9
マゴイチタ,2025-10-05,京都,芝,1200,9,13,15,68.6,69.70,37.5,34.2
ソングオブライフ,2025-10-05,京都,芝,1200,10,4,15,68.7,69.80,36.4,35.0
アンビバレント,2025-10-05,京都,芝,1200,11,11,15,68.8,69.90,35.3,33.9
トウカイエルデ,2025-10-05,京都,芝,1200,12,5,15,68.8,69.90,35.3,34.2
マイネルビジョン,2025-10-05,京都,芝,1200,13,16,15,69.6,70.70,26.2,34.8
アスクキングコング,2025-10-05,京都,芝,1200,14,15,15,70.5,71.60,16.0,36.1
ファイツオン,2025-10-05,京都,芝,1200,15,9,15,71.4,72.50,5.8,38.0
ジュドー,2025-10-05,東京,芝,1400,1,16,17,79.8,82.00,44.3,33.5
メイケイバートン,2025-10-05,東京,芝,1400,2,11,17,80.0,82.20,42.4,33.9
タイセイカレント,2025-10-05,東京,芝,1400,3,9,17,80.0,82.20,42.4,33.4
サクセスカラー,2025-10-05,東京,芝,1400,4,2,17,80.1,82.30,41.5,33.3
チューラワンサ,2025-10-05,東京,芝,1400,5,1,17,80.1,82.30,41.5,33.8
ポッドロワール,2025-10-05,東京,芝,1400,6,4,17,80.2,82.40,40.5,34.5
ラッジオ,2025-10-05,東京,芝,1400,7,10,17,80.2,82.40,40.5,33.9
オンザブルースカイ,2025-10-05,東京,芝,1400,8,15,17,80.3,82.50,39.6,34.2
アンドアイラヴハー,2025-10-05,東京,芝,1400,9,12,17,80.3,82.50,39.6,34.5
エクストラバック,2025-10-05,東京,芝,1400,10,8,17,80.4,82.60,38.6,34.6
プチプラージュ,2025-10-05,東京,芝,1400,11,17,17,80.4,82.60,38.6,33.9
クレオズニードル,2025-10-05,東京,芝,1400,12,6,17,80.6,82.80,36.7,34.6
コーティアスマナー,2025-10-05,東京,芝,1400,13,13,17,80.6,82.80,36.7,34.6
フードマン,2025-10-05,東京,芝,1400,14,5,17,80.6,82.80,36.7,35.0
ホウオウシェリー,2025-10-05,東京,芝,1400,15,7,17,80.7,82.90,35.8,35.2
ヴェンチュラムーン,2025-10-05,東京,芝,1400,16,14,17,80.7,82.90,35.8,33.7
パワースナッチ,2025-10-05,東京,芝,1400,17,3,17,81.4,83.60,29.1,34.6
オウギノカナメ,2025-10-05,東京,ダ,1600,1,8,16,96.3,96.70,54.0,36.8
ヴァンドーム,2025-10-05,東京,ダ,1600,2,5,16,96.3,96.70,54.0,35.8
フルオール,2025-10-05,東京,ダ,1600,3,4,16,96.7,97.10,51.3,36.7
アルゴナヴィス,2025-10-05,東京,ダ,1600,4,6,16,96.8,97.20,50.7,37.4
ジョディーズマロン,2025-10-05,東京,ダ,1600,5,7,16,96.9,97.30,50.0,36.3
シェットランド,2025-10-05,東京,ダ,1600,6,12,16,96.9,97.30,50.0,37.2
ウィステリアリヴァ,2025-10-05,東京,ダ,1600,7,9,16,96.9,97.30,50.0,36.9
